No,pesan,label
1552,SAYANGKUUUU MANUSIA TERNORMAL DISINIIII! Makasih banyak atas ucapannya Makasih ya dulu mau bange gabung disini padahal OA ecek ecek Pokoknya aku sayang banget! I senang YOU,senang
1553,Dan nga masuk rekomendasi ulama versi pak [USERNAME] tapi kita biasa aja .. malah enak nonton langsung rausah rekomendasi rekomendasian .. jadwal padat setahun . Ngundang sekarang buat tahun depan [URL],sedih
1554,"""[USERNAME] [USERNAME] Aku betah karena banyak hal. Aku suka kalo kita saling memberi semangat untuk vote untuk saling menguatkan dan semacemnya. Banyaaak banget. Aku juga punya semangat buat berusaha menjadi lebih baik lagi""",senang
1555,"""Bagimana jika ketika kamu merasa bahwa yang kamu dapatkan sekarang benar-benar untukmu kamu mendapati dia yang pernah kamu cinta dalam diamternyata juga mencintaimu dalam diam.""",senang
1556,Bagiku cinta adalah soal hati yang nyaman dan tenang dimana anda merasakan kenyamanan dan ketenangan berarti anda dalam lingkungan kasih dan sayang. #cinta #kasih #sayang,senang
1557,[USERNAME] [USERNAME] Mekanisme pemilihan direksi dan komisarisnya dgn cara gmna ya? Sontoloyo khan uang rakyat dipake buat gaji BOD dan BOC yg model gini....,marah
1558,"""Ngasih tehaer ke keponakan. Baju dua biji celana sebiji koko sestel sama jaket sebiji udah lebih setengah juta. Pesan: kalo lo belum sanggup secara finansial pikirin lagi punya anaknya.""",takut
1559,HAHAHA BODO AMAT DEEHHH YG PENTING DI VIDEO INI SE FRAME SAMA DANIELSAYANG BANGEET DONGG SM DIAAA DAN MEREKA [USERNAME],senang
1560,"""Langsung mewek baca thread inikeren maksimal usaha semua orang dalam misi penyelamatan sampai harus ada yang gugur. [URL]""",sedih
1561,aku rasa hidup tanpa jiwa orang yang miskin atau kaya sama ganasnya terhadap harta bagai binatang di dalam rimba (nocturno) #falsong,sedih
1562,jijik iuh sama makeup elu,jijik
1563,yaalah jijik bngt,jijik
1564,perlu gua udah muak banget sama oknum oknum yang melakukan kekerasan pada hewan dengan dalih ga suka jijik,jijik
1565,jijik liat tingkah medsosan,jijik
1566,jijik kao zonk macam kao yg rebut kemerdekaan aja emang apa yg sudah kao perbuat untuk indonesia selain nyinyir,jijik
1567,org kok bs sombong bgt ya sampe kayanya jijik bgt pake canva udh sotoy sombong tp gapernah kontrobusi di kelompok,jijik
1568,pura peduli pdhl g peduli kalo ditinggal males ngejar little obsessive emosian hate people who cut my way jijik sama org yang sok and it shows hate someone who can do better than me,jijik
1569,setiap foto bedua pasti yang ditanyain sahabat kita bahkan dulu pernah ke luar negri bedua ada orang minta foto sama sahabat gua ya karena dia cantik terus orangnya liatin gua dari atas sampe bawah kek jijik wkwk akhirnya minta gua buat motoin mereka bedua yaudalah bodo amat,jijik
1570,ceh tak undi ph kena cop bodoh hahaha dari segi ni pun boleh nampak tahap pemikiran ph supporters mcm mna provokosi hina menghina label itu ini fitnah dh mcm asam garam eiyukk jijik,jijik
1571,rangkulan sama yg bkn mahram jls salah meski temen deket bnget kyak lem tetep nggk blh tpi klo ente rangkulan sama sejenis ya nggk mslh tpi rada jijik ngeliatnya,jijik
1572,buat oknum yang nge rusuh anda stupido jijik gw norak,jijik
1573,gw liat karen luar negeri ketawa yg ini malah jijik cringe cringe bunyi sepeda sepedaku roda tiga,jijik
1574,gk gimana sihya biasa ajagk jijik samsek ngalir aja rasanya mlh kebiasaan anakq poop pas aq lg makan langsung ku bersihin takut iritasi hbs itu ku lanjut makan lg percayalah kalau kita sdh jd ibu naluri keibuan kita bs mengatasi itu semua,jijik
1575,sumpah mungkin karena gue suka liat yang ganteng kali ya maknnya rada sedikit jijik sama cowo rl,jijik
1576,iyaa boti menjijikkan yg asal celup sana sini juga ga kalah jijik,jijik
1577,jijik edan gak sembuh,jijik
1578,mau muka gw kek babu aja dia slalu blg yepuda yepuda gw ngerasa muka gw ga buluk bgt tp kalo disamping dia knpa gw kek buluk bgt ya smpe wktu dia ngajakin nikah gw blg brkali coba bayangin km bngun tdur liat aku stiap hari km ga jijik,jijik
1579,pandangan geli atau jijik ke istrinya,jijik
1580,jijik bgt wkwkwkwkkwkwkskwk,jijik
1581,daripada di tempel fotonya emakmu lebih jijik,jijik
1582,kl aku ya ga suka kontennya kang mau mukanya kyk mr universe jg jijik ya jijik aja,jijik
1583,lo pernah ga sih setiap kaya ngeliat nyokap lo sendiri nyokap lo ngeliat lo kaya jijik bilang nyesel punya anak kaya gue kalau dia ninggalin gue ga akan ada yang mau punya anak kaya gue mendingan punya anak orang lain daripada gue ahahahahahaha she literally said that dr sy sd,jijik
1584,rambutnya seuprit yg kemarin nemenin kan jijik,jijik
1585,jijik norak alay bet njing,jijik
1586,gua malah suka yang tt kecil gk tau jijik aja pas liat tt gede,jijik
1587,adaa kalo aku agak jijik liat saraf nya sih,jijik
1588,lho jgn bahas keluarga lo disini blogh jijik gw,jijik
1589,jijik jd manusia aja seangkuh itu pantes setan gamau sujud,jijik
1590,gw jujurly ga bisa loh dimadu kayak gitu aneh aja cuy pas pacaran aja gw sih pasti mutusin ya kalau pacar gw selingkuhin gw apalagi kalau soal poligami kok jijik ya,jijik
1591,gosah bawa allah allah aja jijik ma org kek gtu dijadiin abu nya jahanam aja bangga,jijik
1592,iyaa jijik banget bentuknya,jijik
1593,janccookk kau mati ajalah anjeng jijik banget nemu chara yang kek gini visual sok polos tapi dalamnya kek anak babi,jijik
1594,jijik katanya,jijik
1595,jijik banget si emang iyuwh jauh jauh lah dari kaum begitu,jijik
1596,filmnya khusus orang yang tahan jijik,jijik
1597,jijik bngst,jijik
1598,jijik bgt baca replynya semakin keliatan gampang bgt cewe twitter ini dijinakkin duit doang bisa langsung tunduk pantes banyak yg berujung kecewa trus nge spill hehehe,jijik
1599,kasian bgt ugm nampung sampah masyarakat gini gw beneran jijik bgt sm org yg nganggep cewe itu object or tools,jijik
1600,jijik liat kelakuan sender menfess ini amit gue jgn smpe gue tmenan sm org modelan ky lo,jijik
1601,besok nder sm bgt tiap malem pgn pacaran ps siang gmw jijik,jijik
1602,i define myself as a bi but gue ga tau dan ga ngerti kenapa gue jijik melihat relationship antara cowo dan cowo ofc hal itu bisa bikin gue turn on but seeing men into a relationship itu kayakk,jijik
1603,tw cw trypophobia jijik bentol bentol sisik nanas bulat bulat bolong bolong ini gmn cara nyembuhinnya anjrit udh sebulan lebih begini,jijik
1604,aku kok jijik ya lihat homo binatang pun jg tdk homo,jijik
1605,woi dara malu sok cantik nian awak jelek pernahh daksii kesel dan jijik samo diri dewekk,jijik
1606,menurut aku mah lebih ke jijik sih kayanya aku ngga ngebayangin itu org asli soalnya,jijik
1607,si gblok jijik woyy,jijik
1608,pake tw nder gua jijik bgt,jijik
1609,duh lupa judulnya gak nntn full sih cmn pernah liat di leptop abang pas dia lg nyetel jd banyak org jalan merangkak atau apa gtu trs mulutnya tuh maaf di nu org didpnnya trs begitu trs sampe ngebentuk lingkaran gak tau pkonya itu jijik bgt,jijik
1610,jijik gw liat elanga,jijik
1611,kok bisa ya orang yg udh dua tahun hubungan makan minum tidur bareng bahkan pernah sampe punya anak trus tiba jijik wkwk trus yg kmren tukeran air peju apaa,jijik
1612,bingung dgn perkataanya mulailah kami menonton disitu aku lihat adegan theresome dua orang wanita dgn org pria melakukan hubungan badan kulihat dua org wanita itu menjilati penis pria itu bersamaan dan adegan yg membuat aku jijik dan terheran ketika dua wanita itu,jijik
1613,haha pas udh ketauan bepadahnya cuma begayaan pas ku hamuki menyambat aku sensi bnr ky kd akrab ja jar lwn inya yaiyalah org kd terima dan kaget org ikm sbelumnya kd pernah bepander keitu dihadapan ky sepele bnr tuh jijik bnr sumpah,jijik
1614,anjing emang yg sebar foto bom bunuh diri astana anyar jelas bgt anjir badan nya kepisah aing org nya takutan dan jijikan sm yg gtu bgst lgsg mual,jijik
1615,dalah baek baek dh lu makan noh dana nyasar plgn kena karma aja lu gw jg udh tau muka lu gmn msh bocah udh kek gini jijik,jijik
1616,distya distya kpopan yg harusnya bisa bikin hati seneng tapi lo malah memilih kpop bikin ribet hidup lo taun lagi lu pasti malu liat kelakuan lu skrg jujur sebelum tau skz dulu gw sama kek distya bahkan bisa pun sama tp liat kelakuan fandom terutama doi jijik pol ajg,jijik
1617,iya anj jijik,jijik
1618,padahal dulu suka bgt sama warna pelangi tp semenjak tau kl pelangi yg melambangkan keagungan tuhan malah dipake buat simbol kaum laknat bgst si paling open minded liat apapun yg berkaitan dg pelangi jd ngerasa najis dan jijik aja,jijik
1619,baru nntn connect smpe eps tp penuh perjuangan sekali rasanya jijik tp ya seru kebanyakan skip nya jdnya huaa,jijik
1620,mana jijik bgt tu parpol,jijik
1621,habis nonton ulang streamnya kobo yang tadi malam goblok banget viewersnya komentarnya nggak pake otak jijik banget,jijik
1622,anjing tweet w september oktober jijik jijik bgt ye,jijik
1623,td di kampus temen temen gue pd ngeghibahin anak yg punya privillege yg berlindung di bawah kuasa ortunya trs mnurut mreka itu jijik bgt ni klo gue ngespill latar belakang bapak gue bakal dijauhin atau malah makin nempel ya,jijik
1624,mutualku harus liat gamau jijik sendirian hahahhaa,jijik
1625,bener gue sendiri ga pernah bisa bayangin mereka jd couple tp mereka dulu prnh jd ghost ship kesukaan tp fansnya yg nyebelin banget jd setiap ngelihat hastag jd jijik sendiri,jijik
1626,jijik bgt asu mbok mikir base ra nggo ngegay bgst bgst,jijik
1627,kali ciliwung gak bisa diurus malah mau jadi presiden rakyat udah jijik lihat mukanya lim aibon,jijik
1628,keteknya kek ga mandi malam mulutnya bau flexing kalo makan tuh bibir kek gabisa mingkem anjj jijik bgtt bye,jijik
1629,aku pribadi pun trust issues sama yang namanya romance sampai di titik terbawah perjalanan hidup aja masih dapet hal pait soal romance ya makin jijik aja sama romance se gak punya temen diri ini pasti tetep ada atau orang yang jadi tempat buat cerita biar tetep waras,jijik
1630,ahahah literally nonton ini sambil makan emang agak jijik sih sama sel sel nya yg mau connect kek ulat gitu tapi masih kuat kutonton,jijik
1631,dih ketikan laki kok kayak gitu jijik kali semoga cepet dapet karma ya sob,jijik
1632,klo ituu aku malah jijik,jijik
1633,lebih ke jijik nder bnyk darah,jijik
1634,jijik bgt kelakuan buzzer,jijik
1635,kalo kata mamaku orang jijik an itu justru yang jorok hal yg kotor dia gamau bersihin krna jijik,jijik
1636,aku blm punya anak tp punya adek sepupu yang aku urusin tipsnya apa ya terbiasa aja sih aku karena dh sering ngurus anak dr bayi sampe bisa ke toilet sendiri jadi lama lama ga jijik juga mindsetku cuma kalau kotor yaudah tinggal cuci tangan,jijik
1637,ewh jijik banget,jijik
1638,sebenernya temen lu bukan bener yg gak nafsu makan karna risih nder cuma mungkin menurut dia makan pake tangan langsung akan menambah nafsu makan dari pada pake sendok garpu sama kayak makan nasi padang lebih nikmat pake tangan jd bukan bikin gak nafsu makan krn jijik ya,jijik
1639,btw ini punya q beberapa tahun lalu maaf kalo jijik aq waktu itu priksa ke dokter umum d bilang alergi makanan gak sembuh akhirnya ke dokter kulit ternyata aq alergi detergen pokoknya sabun yg mengandung sls hindari selalu pake pelembab,jijik
1640,ugh jijik banget gw bacanya,jijik
1641,mau nangis jijik,jijik
1642,kalo anak sendiri pasti ga bakal jijik atau gimana kok nder nanti kamu akan mengalaminya dan itu biasa aja,jijik
1643,bangga lo jijik bgst,jijik
1644,halo desi cebok maroko menghajar spanyol mesi nggak pulang desi kau jadi nggak pakai kolor ke solo malam ini maroko vs portugal ramalan kau apa dan jangan taruhan kau nggak pakai celana jijik orang melihat kau nanti,jijik
1645,kalau dah tau takde duit buat cara takde duit ini org dah bagi pinjam pastu lari jwb main mcm benda lawak jijik sgt sebab i pun tgh dlm fasa sama yg meminjamkan duit pastu kena tagih hutang eh benci org mcm ni,jijik
1646,jangan sentuh aku jangan sentuhh aku mas aku jijik aku jikjik huahuahauahaihaua,jijik
1647,hari hari feeling lonely anjir jijik bgt,jijik
1648,iya nih sekalian ngumpulin minyak dr rambut kok gw jijik sendiri ya,jijik
1649,liat vidio ini jujur gua jijik bangat liat si gaya selangit dan tidak tau malu,jijik
1650,hikss lu pasti jijik punya temen jomblo kayak gue,jijik
